YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH
2021,12,16,75,28.1,24.4,88
2021,12,17,0,-999,-999,-999
2021,12,18,0,-999,-999,-999
2021,12,19,-1,-999,-999,-999
2021,12,20,0,-999,-999,-999
2021,12,21,0,-999,-999,-999
2021,12,22,0,-999,-999,-999
2021,12,23,0,-999,-999,-999
2021,12,24,4,-999,-999,-999
2021,12,25,0,-999,-999,-999
2021,12,26,0,-999,-999,-999
2021,12,27,-1,31.1,24.2,72
2021,12,28,7.8,29.3,24,83
2021,12,29,7.5,26.7,23.4,86
2021,12,30,15.5,29,24.5,82
2021,12,31,7.6,26.6,24.1,80
2022,1,1,5.4,26.9,23.4,86
2022,1,2,14.2,27.2,23.7,88
2022,1,3,14.2,28.7,23.6,80
2022,1,4,-1,29.8,24.3,77
2022,1,5,0,30.2,24.4,75
2022,1,6,0,30.9,24.6,66
2022,1,7,0,30.7,23.1,77
2022,1,8,0,30.5,24.3,76
2022,1,9,0,30.8,25.2,70
2022,1,10,0,31.3,24.7,74
2022,1,11,0,30.4,25.7,76
2022,1,12,0,30.7,25.7,71
2022,1,13,3.2,30.5,24.7,70
2022,1,14,0,30.4,23.2,61
2022,1,15,-1,30.1,25.1,65
2022,1,16,0,30.6,25.3,71
2022,1,17,-1,30.9,25.9,69
2022,1,18,-1,30.1,24.4,73
2022,1,19,0,31.2,24.3,76
2022,1,20,0,31.2,24.2,75
2022,1,21,0,31.4,24.7,74
2022,1,22,0.1,31,25.4,75
2022,1,23,-1,30.2,26.1,82
2022,1,24,10.6,30.5,24.7,79
2022,1,25,49.5,28.1,24.1,88
2022,1,26,0,30.4,25.5,80
2022,1,27,0,31.4,25.3,78
2022,1,28,0,31.1,25.5,74
2022,1,29,0,30.8,24.7,75
2022,1,30,0,31.6,24.8,75
2022,1,31,0,31.4,25.4,77
2022,2,1,0,31.5,25.4,74
2022,2,2,0,31.1,25.8,74
2022,2,3,-1,31.1,25,70
2022,2,4,0,29.8,25.6,73
2022,2,5,2.9,31.8,24.2,74
2022,2,6,0.8,30.7,24.8,75
2022,2,7,0.5,31.1,25,75
2022,2,8,0,29.8,25.5,78
2022,2,9,0.4,29.9,26,74
2022,2,10,0.2,28.9,25,75
2022,2,11,4.4,30.6,25.2,79
2022,2,12,-1,29.7,23.8,81
2022,2,13,-1,31.3,24.7,78
2022,2,14,0.6,31,24.5,75
2022,2,15,0,30.5,25.4,70
2022,2,16,-1,31.4,24.9,67
2022,2,17,0,30.9,25,69
2022,2,18,0,30.5,24.9,71
2022,2,19,-1,31.4,24.7,77
2022,2,20,0.2,32.1,24.5,73
2022,2,21,4.8,29.9,23.5,80
2022,2,22,0,30.6,24.3,75
2022,2,23,3,29.8,24.5,74
2022,2,24,0.8,31.9,25.2,73
2022,2,25,0,30.5,25.8,70
2022,2,26,0.8,32.4,26,67
2022,2,27,26.2,30.9,24.3,77
2022,2,28,14,27.8,24.1,90
2022,3,1,1.4,31.3,24.4,73
2022,3,2,14.4,30.4,24.9,81
2022,3,3,4.7,28.6,23.3,82
2022,3,4,0,30.3,25,77
2022,3,5,9.3,30.9,24.5,80
2022,3,6,14,30,24.3,83
2022,3,7,1.9,30.1,24.9,81
2022,3,8,-1,30.2,26.4,77
2022,3,9,15.2,30.1,24.6,82
2022,3,10,9.2,28.9,25.5,83
2022,3,11,3.6,30.8,25.1,86
2022,3,12,1.8,31.2,25,80
2022,3,13,1,31.1,25.3,79
2022,3,14,8,31.5,25.4,74
2022,3,15,0,31.4,26.3,82
2022,3,16,0,31.3,26.1,77
2022,3,17,0,31.7,26.4,72
2022,3,18,0,31.7,25.8,76
2022,3,19,0,32.3,26.2,74
2022,3,20,2.4,32,25.2,82
2022,3,21,0,31.5,26.2,74
2022,3,22,2.6,32.1,26,74
2022,3,23,0,32.7,26.4,73
2022,3,24,0,32.1,26.2,75
2022,3,25,0,32.3,26,75
2022,3,26,0.4,32.2,26.3,69
2022,3,27,-1,30.7,25.1,77
2022,3,28,12.6,30,25.3,80
2022,3,29,0,31.6,25.5,73
2022,3,30,-1,31.9,26,67
2022,3,31,-1,32.2,26.6,73
2022,4,1,17.2,32,24.8,76
2022,4,2,14,31.2,23.4,77
2022,4,3,7.6,31.2,25.4,80
2022,4,4,1.4,31.9,25.6,76
2022,4,5,21.8,27.3,24.7,88
2022,4,6,9.1,29.7,25.3,84
2022,4,7,99.9,29.9,23.7,88
2022,4,8,5.8,29.8,23.6,83
2022,4,9,25.3,26.9,23.5,90
2022,4,10,60.5,25,22.6,94
2022,4,11,10.6,28.5,24.4,84
2022,4,12,43.4,27.3,23,91
2022,4,13,0,31.5,25.1,78
2022,4,14,9.6,31.7,23.6,85
2022,4,15,0.4,30.5,23.9,80
2022,4,16,12,30.2,23.9,68
2022,4,17,1,30.9,25.4,66
2022,4,18,0,31.5,25.3,73
2022,4,19,-1,31.9,26,67
2022,4,20,1.2,32.2,25.9,74
2022,4,21,0,31.7,26.5,73
2022,4,22,0,31.7,26.4,73
2022,4,23,0,32.4,26.5,72
2022,4,24,0,32,26.7,75
2022,4,25,-1,32.6,27.3,74
2022,4,26,20.6,32.3,25,76
2022,4,27,6.6,31.3,24.7,79
2022,4,28,0,30.9,26.4,75
2022,4,29,0,31.4,26,75
2022,4,30,0,32,26.2,74
2022,5,1,0,31.5,25.5,72
2022,5,2,-1,31.8,26.4,74
2022,5,3,-1,31.6,26.2,76
2022,5,4,2,32.1,26,73
2022,5,5,-1,31.1,25.4,76
2022,5,6,0,32.6,26.8,68
2022,5,7,0,31.7,27,71
2022,5,8,0,32.7,27.1,70
2022,5,9,0.2,32.3,25.9,69
2022,5,10,0,31.5,26.4,73
2022,5,11,0,32.4,28.1,69
2022,5,12,0,32.8,26.6,67
2022,5,13,1.8,31.8,26.1,74
2022,5,14,2.5,33.5,25.3,79
2022,5,15,2.6,31.3,26.1,85
2022,5,16,15.2,32.1,25.1,79
2022,5,17,11.8,31.5,24.1,76
2022,5,18,0,32.1,26.5,79
2022,5,19,0,32,26.6,75
2022,5,20,0,31.9,26.7,73
2022,5,21,23.2,33.6,24.3,80
2022,5,22,-1,32.9,24.9,80
2022,5,23,0,32.6,26.2,72
2022,5,24,0,32.1,26.8,77
2022,5,25,0,33.3,27.2,71
2022,5,26,0.2,31.9,25.5,72
2022,5,27,-1,33.2,25.3,77
2022,5,28,0.8,33.8,25.3,78
2022,5,29,6.8,32.8,23.9,76
2022,5,30,2.4,29.8,24.7,82
2022,5,31,0,34,26.6,68
2022,6,1,0,32.8,26.5,75
2022,6,2,0.1,33,25.9,75
2022,6,3,13.4,32.1,24.7,74
2022,6,4,2.4,33,25.2,74
2022,6,5,5.4,30.6,24.7,90
2022,6,6,0,33.3,25.8,73
2022,6,7,-1,33.2,25.8,64
2022,6,8,0,31.8,25.6,70
2022,6,9,0,32,26.6,67
2022,6,10,23.2,32.1,24.6,63
2022,6,11,8.4,31.9,24.9,78
2022,6,12,0,31.1,26,67
2022,6,13,21.8,31.7,23.7,62
2022,6,14,0,30.2,25.2,71
2022,6,15,0,31.3,26,64
2022,6,16,0,31.7,26,60
2022,6,17,0,31.4,26,67
2022,6,18,0.2,32.4,25.9,59
2022,6,19,2.8,32.1,25.9,63
2022,6,20,6.5,31.7,24.8,73
2022,6,21,21.4,30.3,24.8,84
2022,6,22,40.2,29.1,23.4,80
2022,6,23,0,31.4,24.3,79
2022,6,24,0,33.4,25.8,74
2022,6,25,0,32.4,25.7,70
2022,6,26,0,31.7,27.1,75
2022,6,27,1.2,32.5,25,74
2022,6,28,28.6,31,24.6,80
2022,6,29,4,31.8,26.2,75
2022,6,30,0.2,32.3,25.5,78
2022,7,1,0,32.4,26.4,75
2022,7,2,0,32,26.4,75
2022,7,3,-1,32.1,26.4,72
2022,7,4,10.8,30.8,24.8,80
2022,7,5,6.2,30,24.8,87
2022,7,6,15.8,30.6,24.5,90
2022,7,7,20.8,31.3,25,83
2022,7,8,3,31.1,25.9,82
2022,7,9,0,33,26.7,72
2022,7,10,1.4,32.1,26.7,77
2022,7,11,-1,32.1,26.5,76
2022,7,12,13.6,33.7,26,72
2022,7,13,5.4,31.8,25.5,74
2022,7,14,3.6,31.9,25.1,74
2022,7,15,0,31.7,25.7,76
2022,7,16,2.9,31.4,26,81
2022,7,17,8.8,31,26.4,79
2022,7,18,1.8,30.1,25.6,82
2022,7,19,0,30.3,26.2,80
2022,7,20,-1,31.3,24.6,77
2022,7,21,-1,31.1,26.6,78
2022,7,22,2.6,31.5,25.2,76
2022,7,23,12.6,32.1,25.4,75
2022,7,24,37.4,31.6,25.9,76
2022,7,25,8.1,29.8,24.8,84
2022,7,26,0,32.6,26.8,74
2022,7,27,0,32.6,26.3,75
2022,7,28,0,32.8,27,74
2022,7,29,2.4,32.3,25.9,76
2022,7,30,10.8,32,25.6,78
2022,7,31,15.6,30.7,25.2,82
2022,8,1,10.6,30.6,25.3,78
2022,8,2,0,30.9,25.8,77
2022,8,3,107,32.1,25,73
2022,8,4,66.6,31.3,24.2,84
2022,8,5,22.8,30.9,24.5,86
2022,8,6,1.1,30.6,25.1,83
2022,8,7,4.8,29.9,24.1,88
2022,8,8,2.2,30.8,24.4,74
2022,8,9,3.4,30.8,25.1,77
2022,8,10,0,30.6,25.2,81
2022,8,11,0,31.6,26.2,75
2022,8,12,1.6,31.2,26.2,79
2022,8,13,23.3,30.6,25,90
2022,8,14,4.3,29.4,25.3,84
2022,8,15,0.2,31.9,25.5,74
2022,8,16,0,32.8,26.2,75
2022,8,17,32.8,32,24.1,84
2022,8,18,0,31,25.8,80
2022,8,19,-1,29.6,25.4,80
2022,8,20,0,31.6,25.8,76
2022,8,21,6.7,31.9,27.1,78
2022,8,22,1.4,30.5,25.8,75
2022,8,23,0,32.4,26.1,74
2022,8,24,36.2,31.9,23.2,78
2022,8,25,56.3,30.6,24.5,82
2022,8,26,3.4,31.4,24.2,82
2022,8,27,0,31.7,26.3,73
2022,8,28,5.6,33.4,26.6,75
2022,8,29,-1,31.9,25.1,76
2022,8,30,0,31.9,25.9,65
2022,8,31,8.6,32.6,25.4,70
2022,9,1,-1,32.1,27,70
2022,9,2,0,32.6,25.7,74
2022,9,3,0,33,26.3,74
2022,9,4,10.6,33.9,26,74
2022,9,5,1.8,31.9,24.4,84
2022,9,6,9.6,31.5,24.3,80
2022,9,7,0,31.5,26.1,75
2022,9,8,3.4,32,25.7,77
2022,9,9,4,31.2,24.1,86
2022,9,10,0,33.3,25.2,77
2022,9,11,0,33.2,26.3,75
2022,9,12,0,33.6,26.6,70
2022,9,13,0,33.6,27.2,68
2022,9,14,0.1,33.4,27.3,68
2022,9,15,0,32.8,26.4,69
2022,9,16,0,30.5,26.2,70
2022,9,17,0,33.3,26.2,69
2022,9,18,0,33.6,26.4,71
2022,9,19,0,33,26.6,72
2022,9,20,-1,34,26.2,68
2022,9,21,0,33.6,26.3,69
2022,9,22,-1,33.9,25.9,73
2022,9,23,8.8,33.3,25.4,78
2022,9,24,9.8,30.9,25,82
2022,9,25,0.5,31.3,26.5,78
2022,9,26,-1,31.7,26.2,72
2022,9,27,1,32.4,26.4,72
2022,9,28,4.2,30.6,25.2,86
2022,9,29,62.6,30.9,24.6,82
2022,9,30,34.6,30,24.9,78
2022,10,1,0.3,31.1,25.2,80
2022,10,2,2.1,31.2,27.1,76
2022,10,3,0.2,31.3,25,82
2022,10,4,4.8,30.9,25.6,77
2022,10,5,4,31.7,25.3,80
2022,10,6,-1,31,26.6,79
2022,10,7,0,31.3,26.4,75
2022,10,8,0.8,30.6,26,81
2022,10,9,0,31.6,26.7,78
2022,10,10,5.5,31.2,25.8,80
2022,10,11,12.4,32.8,25.3,82
2022,10,12,0.6,32.6,25.6,77
2022,10,13,11.1,31.8,25,82
2022,10,14,2,32.6,26.8,77
2022,10,15,16.2,31.8,26.4,86
2022,10,16,0.6,32.4,26.4,75
2022,10,17,21.6,30.8,25,84
2022,10,18,7.8,31.6,24.8,83
2022,10,19,3.2,31.4,25.7,85
2022,10,20,0.1,30.8,25.2,87
2022,10,21,0,31.4,26.7,86
2022,10,22,39.6,31.6,25,78
2022,10,23,41.2,31.4,24.4,83
2022,10,24,3,31.1,24.4,87
2022,10,25,46.2,29.9,24.8,86
2022,10,26,45.3,27.5,24.8,96
2022,10,27,15.8,30.6,25.2,82
2022,10,28,22,27.2,25.1,93
2022,10,29,41.2,29.6,24.8,91
2022,10,30,0,32.2,25.8,79
2022,10,31,0,31.9,25.2,77
2022,11,1,-1,32.5,26.2,78
2022,11,2,0.4,30.4,24.2,84
2022,11,3,20.2,30.8,24.7,80
2022,11,4,2.6,30.6,24.7,83
2022,11,5,7.4,30.7,25.8,78
2022,11,6,1.4,31.2,26,82
2022,11,7,0,31.4,26.2,78
2022,11,8,0,32,26.2,77
2022,11,9,13.4,31,25.8,81
2022,11,10,2.6,29.6,25.2,80
2022,11,11,0,30.4,26.2,82
2022,11,12,0.2,31.2,27.4,76
2022,11,13,4.4,31.2,26.4,77
2022,11,14,15.8,31.1,25.3,79
2022,11,15,2.6,31.3,26.1,82
2022,11,16,-1,30.8,26.4,80
2022,11,17,16.3,31.2,24.8,91
2022,11,18,9.2,26.9,24.9,93
2022,11,19,12.1,28.7,24.6,94
2022,11,20,0,29,24.6,89
2022,11,21,18.4,31.4,24.5,80
2022,11,22,0,30.7,25.6,81
2022,11,23,-1,31.2,26.8,78
2022,11,24,-1,31.3,27.8,76
2022,11,25,0,30.8,26.5,77
2022,11,26,0,30.6,25.7,76
2022,11,27,0,31.2,26.6,70
2022,11,28,-1,31.7,27.1,78
2022,11,29,2.8,31.6,26.2,74
2022,11,30,14.2,30.8,23,85
2022,12,1,6.1,30.8,25.8,81
2022,12,2,1,30.1,25.8,87
2022,12,3,0.6,30.2,26,82
2022,12,4,0,31.3,26.8,81
2022,12,5,0.1,28.6,24.8,84
2022,12,6,1.8,30.5,24.8,82
2022,12,7,0,30.3,26,75
2022,12,8,12.7,29.7,24.8,86
2022,12,9,7,28.1,24.6,95
2022,12,10,0.8,30.8,24.4,85
2022,12,11,11,30.9,24.7,81
2022,12,12,2.4,30,25.4,84
2022,12,13,0,30.2,26.1,84
2022,12,14,1.2,30.4,25.8,82
2022,12,15,39,31.4,25.3,85
2022,12,16,4.8,30,25,84
2022,12,17,1.8,31.2,25.7,78
2022,12,18,10.6,30.4,23.8,81
2022,12,19,14.7,30.2,24.7,81
2022,12,20,0,29.6,24.6,87
2022,12,21,4,30.2,25,84
2022,12,22,4.6,29,25.2,88
2022,12,23,1,29.9,25.2,84
2022,12,24,-1,28.8,24.7,89
2022,12,25,-1,27.4,25.4,88
2022,12,26,-1,26.8,25,94
2022,12,27,-1,28,24.6,88
2022,12,28,-1,27.8,24.6,83
2022,12,29,0,30.1,24.8,86
2022,12,30,0,30.2,24.8,82
2022,12,31,0.4,30.2,24.9,84
2023,1,1,5.2,30,24.4,86
2023,1,2,29.2,29.8,23.4,81
2023,1,3,24.2,27.4,23.8,90
2023,1,4,2,26.2,24.6,94
2023,1,5,13.4,29.6,24.2,86
2023,1,6,7.9,30.1,25,86
2023,1,7,1.4,28.2,24.2,83
2023,1,8,3.2,26.4,24.4,84
2023,1,9,1.1,28,24.4,89
2023,1,10,8.2,28.6,23.9,85
2023,1,11,17.7,27.2,23.6,84
2023,1,12,0.9,27.7,24.4,84
2023,1,13,6.6,25.9,24,90
2023,1,14,0.6,27.9,24.3,91
2023,1,15,0,30.1,24.6,86
2023,1,16,0,29.6,25,84
2023,1,17,0,29.8,25.7,88
2023,1,18,-1,29.8,25.7,84
2023,1,19,0.2,30.7,25.3,84
2023,1,20,2.2,30,24.5,82
2023,1,21,1.6,28.7,24.8,89
2023,1,22,5.5,27.2,24.4,94
2023,1,23,12.9,28.3,24,94
2023,1,24,-1,28.2,24.3,82
2023,1,25,11.4,29.8,24,71
2023,1,26,10.7,27.7,24.4,89
2023,1,27,0,29.3,25.5,85
2023,1,28,1.2,30.7,23.8,84
2023,1,29,4.5,28.5,24.7,87
2023,1,30,0.2,29.2,25,89
2023,1,31,27.7,30.2,23.8,86
2023,2,1,1.2,29,25,85
2023,2,2,1.6,31,25.4,79
2023,2,3,4.8,30.5,24.3,81
2023,2,4,6.2,30.2,24.4,85
2023,2,5,5.8,29.6,24.6,83
2023,2,6,-1,29.6,24.7,85
2023,2,7,0,30,24.4,81
2023,2,8,0.5,31,24.6,73
2023,2,9,7.9,30,24.7,84
2023,2,10,3.3,29.8,25,81
2023,2,11,1,30.2,25.4,83
2023,2,12,0,30.4,25.8,74
2023,2,13,1.8,28.8,24.6,80
2023,2,14,8.9,29.2,23.7,90
2023,2,15,4.6,30,24.2,85
2023,2,16,2.1,28.6,24.4,84
2023,2,17,0.2,28.4,25.1,77
2023,2,18,22.4,26.4,24,90
2023,2,19,0.7,29.2,23.8,91
2023,2,20,0.1,32,26,80
2023,2,21,-1,29.4,25.8,84
2023,2,22,0.3,28.6,25.4,84
2023,2,23,0,30.4,25.6,82
2023,2,24,8.4,30.3,25,83
2023,2,25,0,30.8,25.8,82
2023,2,26,2.8,31.6,25,78
2023,2,27,14.5,29.6,24.5,91
2023,2,28,0,30.4,25,84
2023,3,1,16.3,30.1,24.4,86
2023,3,2,-1,30.2,23.4,72
2023,3,3,-1,28.2,23.8,78
2023,3,4,-1,29.6,25.3,73
2023,3,5,1.4,29.6,25.3,72
2023,3,6,-1,29.7,25,74
2023,3,7,-1,30,25.4,75
2023,3,8,0,31.1,25.6,74
2023,3,9,0,30.1,24.6,70
2023,3,10,-1,30,24.6,71
2023,3,11,0,30.2,24.4,68
2023,3,12,0,29.4,24,71
2023,3,13,0,30.8,25,64
2023,3,14,0,30.2,25.6,68
2023,3,15,0,31.2,25.2,76
2023,3,16,0,31.6,26.4,74
2023,3,17,0.5,31.1,25.6,77
2023,3,18,0,29.2,24.6,81
2023,3,19,0.3,30.2,25.3,77
2023,3,20,0,30.2,24.2,75
2023,3,21,0,30.6,24.6,70
2023,3,22,0,32.2,25,73
2023,3,23,0,32,26.4,73
2023,3,24,0,32.6,26.3,76
2023,3,25,0,32,27,74
2023,3,26,0,32.2,26.2,71
2023,3,27,0,32,25.6,72
2023,3,28,0,31.6,26.6,74
2023,3,29,0,31.2,27,77
2023,3,30,0,31.4,26.3,75
2023,3,31,0.7,32.6,26.2,76
2023,4,1,0,31.5,25.8,73
2023,4,2,0,31.9,25.7,72
2023,4,3,0,31.7,26.2,67
2023,4,4,14.4,31.8,24.7,75
2023,4,5,0,31.2,23.8,64
2023,4,6,0,30.6,25.8,70
2023,4,7,1,30.4,25.5,76
2023,4,8,-1,31.4,26.2,73
2023,4,9,0,32.1,26.2,70
2023,4,10,-1,31,26.1,72
2023,4,11,-1,30.1,24,71
2023,4,12,0,33.8,25,68
2023,4,13,0,33,26.4,69
2023,4,14,0,32.6,25.6,75
2023,4,15,0,32.8,27,74
2023,4,16,0,33.4,27,74
2023,4,17,0,32.4,27.2,75
2023,4,18,0,32.9,26.4,69
2023,4,19,0,32.7,27.5,70
2023,4,20,0,32.2,27.4,75
2023,4,21,-1,33,26.8,75
2023,4,22,0,32.6,27.8,75
2023,4,23,0,33.1,28.2,70
2023,4,24,0,32.3,27.4,68
2023,4,25,0,31.7,26.8,73
2023,4,26,0,32.5,27.6,67
2023,4,27,0,32.3,27,62
2023,4,28,0,33,27.8,74
2023,4,29,13.4,32.2,25.6,77
2023,4,30,0,32.3,26.4,74
2023,5,1,0,32.8,28.8,70
2023,5,2,21,31.2,26.2,76
2023,5,3,47.3,28.2,24.5,92
2023,5,4,0.1,30.6,26.4,83
2023,5,5,0,31.6,26.8,79
2023,5,6,1,32,27,71
2023,5,7,0,32.7,27.6,75
2023,5,8,0,32.4,27.2,74
2023,5,9,0,32.6,26.8,74
2023,5,10,0,32.7,26.8,70
2023,5,11,5.1,32.8,27.2,74
2023,5,12,5.1,32.2,26.8,78
2023,5,13,0,32,27.2,73
2023,5,14,0,32.7,26.4,75
2023,5,15,0,32.7,27,74
2023,5,16,0,32.6,27.4,75
2023,5,17,11.2,35,26.8,72
2023,5,18,0,33,27.6,80
2023,5,19,52,32.2,25,84
2023,5,20,0,32.2,26,78
2023,5,21,0.6,31.2,26.4,85
2023,5,22,0,33.8,26.8,74
2023,5,23,0.5,33.2,27,78
2023,5,24,0,32.6,27.3,77
2023,5,25,-1,31.4,26.4,80
2023,5,26,11.8,32.8,26.2,85
2023,5,27,0,31.4,26.1,76
2023,5,28,4.6,31.2,27.6,77
2023,5,29,0.4,32.2,28.6,75
2023,5,30,-1,31.2,28,76
2023,5,31,3,32,26.6,74
2023,6,1,6,31.4,25,86
2023,6,2,0.8,31.8,25.6,80
2023,6,3,3.6,32.2,26.4,78
2023,6,4,30,30.8,25.2,84
2023,6,5,0.2,31.2,26.6,81
2023,6,6,24.1,31.2,25.9,84
2023,6,7,1,31.6,25.9,85
2023,6,8,13.2,31.8,26.6,78
2023,6,9,0,32.6,26.8,77
2023,6,10,0,32,26.7,70
2023,6,11,0,33.2,26.9,73
2023,6,12,0,33.5,26.6,75
2023,6,13,0,34.4,27.4,70
2023,6,14,54.3,33,24.4,79
2023,6,15,3.6,29.9,24.6,83
2023,6,16,5,30.6,24.5,82
2023,6,17,9,31.6,26.6,77
2023,6,18,5.8,31.8,26.2,78
2023,6,19,0.5,31.8,26.2,76
2023,6,20,9.8,30.9,25,79
2023,6,21,5.4,32.6,25,77
2023,6,22,3,28.6,25.6,84
2023,6,23,0,31.2,25.8,76
2023,6,24,0.4,31,25.8,79
2023,6,25,-1,32,25.2,81
2023,6,26,-1,31.3,25.4,77
2023,6,27,0,32.6,27,69
2023,6,28,3.8,33,26.6,74
2023,6,29,1.3,31.6,26.2,87
2023,6,30,0,31.2,26.3,77
2023,7,1,2.4,31.6,26,78
2023,7,2,2.4,32.1,26.8,83
2023,7,3,0.2,31.2,26,79
2023,7,4,26.4,32,24.4,79
2023,7,5,0,30,25.8,81
2023,7,6,2.8,31.8,26.6,77
2023,7,7,0,31.8,26.6,77
2023,7,8,1,32.2,26,74
2023,7,9,15.4,31.2,25.6,84
2023,7,10,7.9,31.2,25.8,84
2023,7,11,4.6,32.2,26.8,84
2023,7,12,25.2,31.8,25.4,81
2023,7,13,48.6,29.8,25,84
2023,7,14,1.8,30.3,26.6,79
2023,7,15,4.8,31.8,25,73
2023,7,16,1,30.9,25,78
2023,7,17,0.6,32.2,25.6,78
2023,7,18,2.2,32.2,25.8,78
2023,7,19,1.6,29.2,25,83
2023,7,20,19.4,31.9,25.2,82
2023,7,21,3.1,32.2,25.8,82
2023,7,22,0,31.6,26.8,74
2023,7,23,-1,30.4,26,73
2023,7,24,3,31.6,26.2,71
2023,7,25,5.6,32.4,25.2,78
2023,7,26,1.8,31.8,25.8,76
2023,7,27,0,32.6,26.4,72
2023,7,28,0,31.6,27,76
2023,7,29,-1,31.4,27.2,81
2023,7,30,0,33.4,27,66
2023,7,31,0,33.9,27.2,65
2023,8,1,0,33.6,27.1,67
2023,8,2,0,33.5,27,69
2023,8,3,0,33.9,27,69
2023,8,4,0,33.9,26.2,67
2023,8,5,0,34,27.2,63
2023,8,6,0,34,27.4,63
2023,8,7,0,34,27.2,63
2023,8,8,0,34.1,27.6,70
2023,8,9,0,34.2,28,68
2023,8,10,0,31.9,27.6,74
2023,8,11,-1,33.2,26.6,71
2023,8,12,27.6,32.6,24.9,84
2023,8,13,0.2,32.1,25,78
2023,8,14,-1,30.6,25.4,80
2023,8,15,1.6,31.3,25.3,85
2023,8,16,15.1,31.2,25.4,84
2023,8,17,38,31.6,25,78
2023,8,18,3.1,33,26,78
2023,8,19,3.6,32.6,25.2,80
2023,8,20,2.4,32.2,25.2,80
2023,8,21,17.4,32.2,25.2,84
2023,8,22,21.2,31.2,24.4,87
2023,8,23,-1,31.3,26.6,84
2023,8,24,7,33.2,25,78
2023,8,25,0,33,26.7,77
2023,8,26,3.2,32,26.8,75
2023,8,27,1.7,31.5,25.8,81
2023,8,28,16.2,29,24.9,83
2023,8,29,1,30.9,26.6,77
2023,8,30,0.2,32.8,26.6,72
2023,8,31,0,32.6,27,72
2023,9,1,1,32.8,27.5,72
2023,9,2,0,32.4,27.5,75
2023,9,3,0,32.9,27.5,71
2023,9,4,0,32.5,26,74
2023,9,5,0,33.6,26.7,73
2023,9,6,9.4,32.1,25.4,77
2023,9,7,2.2,32,26.6,77
2023,9,8,2.8,31.2,25.4,81
2023,9,9,8.7,32.6,25.4,77
2023,9,10,0.6,31.4,25,78
2023,9,11,29.6,31.8,25.4,83
2023,9,12,22.6,32,25.2,82
2023,9,13,13.7,31.9,24.6,87
2023,9,14,0,31.2,25.8,79
2023,9,15,0.4,31.8,25.2,82
2023,9,16,2,31.8,25.4,79
2023,9,17,6.4,31.6,25.5,78
2023,9,18,2.8,31.7,24.7,75
2023,9,19,28,31.9,25.4,77
2023,9,20,7.4,32.9,24,77
2023,9,21,2.7,29.7,25.2,84
2023,9,22,2.5,30.6,25.6,84
2023,9,23,1.5,32.4,26.5,78
2023,9,24,0,31.9,26.2,74
2023,9,25,-1,33.2,26.3,70
2023,9,26,5.3,32.5,26.3,78
2023,9,27,38,32.6,25,85
2023,9,28,0.4,32.2,26,81
2023,9,29,34.6,31.9,25,85
2023,9,30,16,31.8,26.4,82
2023,10,1,9.6,32.4,26.6,75
2023,10,2,0,32.5,27.5,73
2023,10,3,0,32.9,26.4,71
2023,10,4,0,33.7,26,72
2023,10,5,0,33.4,26.5,75
2023,10,6,6,32.2,26,82
2023,10,7,1.4,31,25.4,87
2023,10,8,8.8,32.2,25.8,78
2023,10,9,13,31.9,25,81
2023,10,10,11,31.1,24.6,88
2023,10,11,45.2,30.9,25,84
2023,10,12,0,32.6,26.1,80
2023,10,13,39.4,32.2,26,87
2023,10,14,0,32.2,25.6,83
2023,10,15,46.8,34.2,25.4,76
2023,10,16,41.4,31.4,24.4,86
2023,10,17,13,31.6,25.6,81
2023,10,18,0,31.8,26.2,81
2023,10,19,0,31.6,26.4,81
2023,10,20,3.6,32.6,26,82
2023,10,21,8.8,31.6,25.8,85
2023,10,22,11.3,31.7,24.7,83
2023,10,23,10.4,31.4,25.4,84
2023,10,24,2,31.2,26,82
2023,10,25,-1,31.3,25.8,79
2023,10,26,1.7,31.6,26.3,81
2023,10,27,0,31.4,25.6,79
2023,10,28,3.4,31.9,26.2,79
2023,10,29,45.2,32,25.5,81
2023,10,30,1,32,26.2,75
2023,10,31,8.3,32,25.5,81
2023,11,1,0,32.8,26.6,77
2023,11,2,2.4,32,26.4,78
2023,11,3,13.4,31.8,26,77
2023,11,4,14.9,31.5,25.4,75
2023,11,5,0.2,31.3,26.8,74
2023,11,6,3.3,31.6,26.4,75
2023,11,7,4.6,31,26.6,79
2023,11,8,0,30.1,26.8,82
2023,11,9,0,32,26.8,74
2023,11,10,14.4,31.9,26.4,76
2023,11,11,0,31.4,26.7,77
2023,11,12,0,31.5,26.4,73
2023,11,13,-1,31.8,26.2,76
2023,11,14,-1,32,27.4,77
2023,11,15,-1,31.9,27.4,72
2023,11,16,26.5,28.4,25,86
2023,11,17,6.2,31.6,26.1,79
2023,11,18,0.6,28.4,26.8,80
2023,11,19,5.6,30.5,25,80
2023,11,20,0.2,30.4,26.1,79
2023,11,21,0,30.6,26,80
2023,11,22,0,30.7,26.4,79
2023,11,23,0,31,27.2,80
2023,11,24,4.8,30.2,25.4,84
2023,11,25,0,31,26.4,75
2023,11,26,0,31.2,26,74
2023,11,27,2.1,31.2,26,75
2023,11,28,0,31.8,27,76
2023,11,29,0,31.9,27,77
2023,11,30,-1,31.6,27.2,74
2023,12,1,13.2,31.6,24.8,75
2023,12,2,0.2,30.8,26.3,80
